Image_ID,Timestamp,Genotype_ID,Plant_ID,Crop_Type,Region,Soil_Type,Soil_Moisture,Temperature,Humidity,Light_Intensity,Fertilizer_Used,Irrigation_Level,Leaf_Area,Stem_Thickness,Plant_Height,Leaf_Color_Index,Disease_Signs,Weed_Presence,Growth_Stage,Health_Score,Genotype_Performance_Score,Recommended_Action,Yield_Potential
IMG_001973,2021-07-17,G011,P001973,Wheat,Central,Silty,33.0,25.2,53.8,28469.7,Compost,3.5,62.8,2.54,122.7,2.4,No,No,Fruiting,69.0,37.4,No action,5.63
IMG_001974,2021-10-04,G009,P001974,Soybean,South,Loamy,22.01,27.7,61.6,37950.0,NPK,8.4,156.7,1.92,102.9,3.6,Yes,No,Vegetative,61.4,30.2,Increase irrigation,3.72
IMG_001975,2021-09-12,G018,P001975,Maize,Central,Sandy,32.68,25.2,59.7,40218.8,None,9.0,105.9,1.91,99.7,3.5,No,No,Vegetative,70.2,50.4,Add fertilizer,6.06
IMG_001976,2021-06-27,G019,P001976,Wheat,Central,Clay,22.18,23.6,50.7,26166.6,Urea,6.1,156.6,2.2,44.6,3.5,No,No,Vegetative,68.6,41.0,Increase irrigation,4.75
IMG_001977,2021-01-04,G014,P001977,Soybean,Central,Sandy,22.51,27.8,41.9,21329.6,NPK,3.7,150.4,1.89,97.8,3.9,No,No,Germination,78.5,66.1,Add fertilizer,8.02
IMG_001978,2021-07-31,G007,P001978,Rice,West,Loamy,24.75,20.9,63.2,18110.6,NPK,9.8,53.4,1.83,99.3,4.5,No,No,Vegetative,94.0,87.4,Increase irrigation,7.71
IMG_001979,2021-09-17,G020,P001979,Maize,Central,Loamy,20.26,19.1,47.4,25708.5,Compost,3.4,61.2,1.58,120.5,3.3,No,No,Flowering,79.5,78.8,Weed control,3.13
IMG_001980,2021-09-30,G017,P001980,Maize,Central,Silty,28.35,19.0,75.3,36093.3,NPK,7.7,93.3,2.3,38.8,3.5,No,No,Fruiting,80.7,70.6,No action,7.51
IMG_001981,2021-12-03,G006,P001981,Wheat,West,Silty,15.74,31.2,72.5,38249.2,Urea,7.7,166.6,2.07,30.6,2.2,No,No,Fruiting,86.5,36.4,Add fertilizer,7.39
IMG_001982,2021-05-30,G003,P001982,Soybean,East,Clay,24.1,20.0,70.6,38947.2,Urea,4.0,124.6,1.0,107.5,3.4,Yes,No,Fruiting,65.3,70.5,Add fertilizer,5.9
IMG_001983,2021-04-17,G002,P001983,Wheat,West,Sandy,26.32,19.2,67.6,38487.7,Urea,6.3,123.3,1.21,83.2,2.1,No,No,Germination,68.5,56.8,Increase irrigation,8.8
IMG_001984,2021-05-14,G015,P001984,Soybean,West,Clay,27.71,23.0,70.7,32870.9,DAP,4.2,137.9,1.96,78.6,4.3,No,No,Germination,71.5,69.8,Add fertilizer,7.87
IMG_001985,2021-05-09,G002,P001985,Wheat,West,Sandy,23.09,27.7,51.2,42153.3,NPK,9.2,68.5,1.98,78.2,4.2,No,No,Vegetative,82.0,67.8,No action,5.07
IMG_001986,2021-03-08,G001,P001986,Rice,South,Loamy,34.58,24.6,77.4,30343.6,DAP,3.6,85.3,1.68,90.9,4.2,No,No,Flowering,92.1,42.6,Weed control,5.32
IMG_001987,2021-09-04,G006,P001987,Wheat,North,Sandy,20.94,19.4,53.2,38362.1,NPK,9.9,72.5,0.92,110.9,3.1,No,No,Vegetative,79.1,93.8,Weed control,4.74
IMG_001988,2021-03-24,G016,P001988,Rice,Central,Clay,16.52,32.3,42.2,18976.3,DAP,10.5,161.2,2.08,110.2,3.9,No,No,Maturity,94.9,38.2,No action,4.31
IMG_001989,2021-09-20,G011,P001989,Rice,Central,Loamy,15.46,30.7,67.9,26548.6,Urea,8.5,94.7,2.52,84.9,4.0,No,No,Germination,74.8,55.7,Add fertilizer,6.14
IMG_001990,2021-04-04,G004,P001990,Maize,Central,Clay,33.0,25.0,45.4,43169.5,DAP,5.9,55.6,2.69,119.0,2.5,No,No,Vegetative,76.8,42.0,No action,6.63
IMG_001991,2021-08-09,G017,P001991,Rice,East,Clay,21.75,24.6,71.7,26969.5,None,9.0,145.7,0.8,74.6,3.1,No,No,Germination,71.6,86.1,Increase irrigation,7.0
IMG_001992,2021-07-31,G008,P001992,Rice,East,Clay,25.22,19.5,65.0,23948.8,NPK,3.1,149.0,1.88,119.0,4.6,No,No,Vegetative,73.3,81.2,Add fertilizer,3.59
IMG_001993,2021-03-06,G015,P001993,Rice,Central,Loamy,22.66,26.9,63.7,44039.5,Compost,3.4,70.8,2.28,103.1,4.8,No,No,Fruiting,77.0,64.6,Weed control,5.83
IMG_001994,2021-11-04,G018,P001994,Maize,Central,Loamy,15.91,23.3,52.6,23735.7,NPK,5.1,41.2,1.55,32.6,4.7,No,No,Flowering,81.9,61.1,Apply pesticide,7.94
IMG_001995,2021-08-23,G011,P001995,Rice,East,Loamy,21.04,32.7,62.8,36685.9,Urea,4.2,138.7,2.39,82.7,2.1,No,No,Fruiting,65.1,61.8,Weed control,8.18
IMG_001996,2021-11-12,G006,P001996,Soybean,East,Clay,15.68,25.1,77.6,23725.9,DAP,4.8,163.6,2.63,71.5,3.9,No,No,Fruiting,94.5,77.9,No action,7.66
IMG_001997,2021-01-22,G014,P001997,Wheat,East,Loamy,26.07,23.9,43.4,27313.3,NPK,4.2,72.1,1.18,51.7,4.1,No,No,Fruiting,76.8,63.7,No action,8.91
IMG_001998,2021-01-07,G002,P001998,Rice,Central,Clay,17.98,19.9,57.0,39854.6,Compost,8.5,99.9,1.22,49.4,2.5,No,No,Fruiting,91.4,47.0,Add fertilizer,8.48
IMG_001999,2021-03-29,G012,P001999,Rice,Central,Loamy,28.78,27.7,54.3,36657.7,NPK,3.1,48.6,2.38,129.0,2.9,No,No,Fruiting,87.0,77.4,Increase irrigation,4.04
IMG_002000,2021-12-08,G015,P002000,Rice,South,Sandy,18.17,31.6,62.9,17707.8,DAP,11.6,134.5,0.94,38.9,3.5,No,No,Germination,90.2,60.5,Add fertilizer,4.5
IMG_002001,2021-12-16,G005,P002001,Wheat,South,Sandy,22.46,23.9,46.4,30821.1,Urea,4.7,156.4,2.22,101.9,4.2,No,No,Fruiting,86.9,41.8,No action,7.12
IMG_002002,2021-02-10,G012,P002002,Rice,North,Sandy,33.73,24.0,58.3,24647.4,Compost,4.8,112.0,1.92,100.4,3.1,No,No,Maturity,79.2,59.2,Increase irrigation,8.09
IMG_002003,2021-03-02,G008,P002003,Wheat,North,Loamy,20.02,15.3,59.1,40015.9,Compost,3.8,92.2,0.82,63.4,3.0,No,No,Vegetative,93.4,57.6,No action,7.76
IMG_002004,2021-01-09,G018,P002004,Rice,West,Clay,15.07,18.7,64.5,40897.1,None,4.0,50.3,1.81,32.5,2.2,No,No,Vegetative,91.0,42.5,Increase irrigation,3.12
IMG_002005,2021-07-05,G014,P002005,Wheat,East,Clay,16.02,20.6,52.5,26101.6,Compost,4.9,68.9,2.57,93.2,4.6,No,No,Maturity,87.3,94.8,Add fertilizer,5.75
IMG_002006,2021-01-18,G009,P002006,Maize,Central,Clay,29.3,21.8,68.8,28943.4,None,8.8,140.6,2.75,65.3,4.6,No,No,Fruiting,83.7,56.0,Add fertilizer,7.87
IMG_002007,2021-11-23,G013,P002007,Rice,Central,Loamy,15.82,21.8,48.3,29358.1,NPK,5.0,110.5,2.54,95.3,4.6,No,No,Vegetative,94.5,79.5,Increase irrigation,3.02
IMG_002008,2021-09-24,G003,P002008,Rice,East,Loamy,27.2,29.7,72.0,23655.7,DAP,8.2,147.6,0.85,35.2,4.4,No,No,Flowering,74.9,91.8,Increase irrigation,5.49
IMG_002009,2021-09-14,G006,P002009,Wheat,East,Silty,33.15,19.9,52.5,38049.3,Compost,8.8,162.6,2.71,37.7,3.5,No,No,Vegetative,82.8,46.3,Apply pesticide,7.3
IMG_002010,2021-07-01,G017,P002010,Wheat,West,Sandy,29.93,32.2,44.9,21560.4,Urea,7.1,105.8,1.14,122.5,2.8,No,No,Maturity,68.1,35.4,Add fertilizer,5.63
IMG_002011,2021-07-15,G001,P002011,Rice,West,Sandy,22.55,29.9,78.4,24051.8,NPK,8.3,81.6,2.07,34.6,4.6,No,No,Flowering,81.5,89.7,Weed control,7.79
IMG_002012,2021-08-07,G012,P002012,Wheat,South,Sandy,25.72,25.8,44.6,25857.2,Urea,11.1,89.5,1.31,98.7,4.2,Yes,Yes,Flowering,56.5,60.9,No action,7.9
IMG_002013,2021-11-19,G017,P002013,Soybean,West,Loamy,20.84,30.7,56.3,24225.3,Compost,5.8,138.2,1.24,97.4,2.1,No,No,Flowering,71.1,75.1,Add fertilizer,3.15
IMG_002014,2021-05-06,G018,P002014,Soybean,West,Loamy,28.62,27.3,55.4,41355.3,Urea,3.6,70.3,0.95,118.4,4.5,No,No,Flowering,90.8,91.4,Increase irrigation,4.89
IMG_002015,2021-08-14,G015,P002015,Rice,South,Clay,26.87,30.0,57.7,19943.7,Compost,11.2,161.7,1.72,118.6,3.3,No,No,Maturity,82.4,60.6,Add fertilizer,4.84
IMG_002016,2021-10-31,G004,P002016,Rice,East,Loamy,23.21,24.4,78.4,36566.9,NPK,11.5,139.8,2.79,45.0,3.5,No,No,Flowering,89.2,61.8,Apply pesticide,3.42
IMG_002017,2021-07-04,G009,P002017,Wheat,South,Loamy,17.09,32.3,44.0,24846.6,Compost,5.4,95.6,2.39,103.8,4.4,No,No,Fruiting,89.3,35.1,Weed control,6.38
IMG_002018,2021-04-15,G006,P002018,Rice,Central,Clay,31.99,22.1,54.9,26362.9,NPK,7.4,99.9,1.9,56.5,2.4,No,No,Flowering,76.1,64.3,No action,8.15
IMG_002019,2021-05-09,G019,P002019,Rice,South,Sandy,33.03,28.3,41.9,20081.5,DAP,9.7,124.8,2.42,113.8,3.1,No,No,Flowering,70.1,74.6,Weed control,8.09
IMG_002020,2021-06-25,G015,P002020,Wheat,West,Loamy,17.55,22.0,73.7,39967.2,Urea,4.8,53.9,2.05,57.0,4.0,No,No,Fruiting,74.6,61.9,Increase irrigation,5.57
IMG_002021,2021-10-31,G002,P002021,Wheat,North,Loamy,18.89,23.2,44.7,28663.4,Urea,7.3,138.3,1.02,37.0,4.8,No,No,Germination,78.9,61.3,Apply pesticide,5.68
IMG_002022,2021-07-26,G014,P002022,Maize,West,Clay,33.84,24.5,79.1,32062.6,DAP,11.5,145.9,2.11,103.3,2.1,No,Yes,Vegetative,69.7,52.2,Weed control,5.33
IMG_002023,2021-01-29,G014,P002023,Rice,North,Clay,32.32,22.0,58.1,23587.2,NPK,6.9,102.6,1.13,121.4,3.0,No,No,Maturity,71.0,60.3,Add fertilizer,4.08
IMG_002024,2021-04-23,G001,P002024,Rice,North,Clay,20.9,15.4,69.0,31138.5,None,8.6,144.3,1.83,45.1,3.7,No,No,Fruiting,84.8,76.2,No action,5.83
IMG_002025,2021-08-28,G006,P002025,Soybean,North,Loamy,26.51,24.7,43.6,43113.5,DAP,8.7,169.6,1.99,91.5,4.1,No,No,Flowering,72.1,77.6,Add fertilizer,8.75
IMG_002026,2021-06-04,G005,P002026,Wheat,West,Clay,17.96,29.1,64.8,32014.0,Urea,11.7,90.0,2.56,54.6,4.0,No,Yes,Flowering,76.1,65.8,Increase irrigation,5.51
IMG_002027,2021-02-25,G005,P002027,Wheat,East,Clay,32.38,23.0,49.5,34231.0,NPK,11.5,73.5,1.88,62.5,2.9,No,No,Flowering,93.7,71.0,Weed control,4.99
IMG_002028,2021-10-05,G001,P002028,Wheat,East,Loamy,29.01,26.0,47.3,18078.1,Compost,10.4,77.7,2.56,54.5,2.5,No,No,Maturity,82.2,88.7,Add fertilizer,3.12
IMG_002029,2021-10-26,G012,P002029,Soybean,South,Loamy,24.61,29.6,43.0,26710.6,DAP,8.6,95.9,2.6,120.8,2.8,No,Yes,Flowering,65.6,89.1,No action,8.46
IMG_002030,2021-06-27,G019,P002030,Rice,North,Sandy,18.78,20.2,64.9,18146.2,Compost,6.3,70.0,1.2,61.4,3.8,No,Yes,Vegetative,79.3,47.5,Weed control,5.85
IMG_002031,2021-10-17,G020,P002031,Soybean,West,Sandy,23.79,32.2,73.1,39293.0,None,4.6,43.8,2.3,31.6,4.1,No,No,Vegetative,70.9,84.1,Weed control,5.71
IMG_002032,2021-01-10,G020,P002032,Soybean,North,Silty,18.37,15.2,40.1,20875.4,Compost,9.9,133.8,1.0,127.3,4.2,Yes,No,Vegetative,77.5,59.4,Add fertilizer,3.73
IMG_002033,2021-10-05,G004,P002033,Rice,East,Clay,32.61,29.6,68.5,36108.6,Urea,8.1,57.8,1.14,111.8,2.5,No,Yes,Fruiting,62.2,72.5,Weed control,3.31
IMG_002034,2021-07-13,G016,P002034,Rice,Central,Clay,22.16,22.8,54.7,42562.5,NPK,8.9,54.8,2.46,29.1,2.3,No,No,Flowering,85.5,46.5,No action,6.52
IMG_002035,2021-10-06,G012,P002035,Wheat,North,Clay,34.4,29.6,47.9,22152.3,Compost,5.4,156.8,2.65,125.8,4.5,No,No,Maturity,88.8,57.4,Add fertilizer,3.75
IMG_002036,2021-08-03,G007,P002036,Rice,South,Loamy,25.69,29.2,53.2,31560.5,Compost,5.5,130.9,1.24,96.5,4.8,No,No,Vegetative,71.8,55.9,Increase irrigation,8.29
IMG_002037,2021-10-20,G005,P002037,Wheat,Central,Clay,34.61,22.5,52.4,26282.9,NPK,10.5,71.2,2.6,108.5,4.6,No,No,Fruiting,85.0,93.3,Add fertilizer,6.3
IMG_002038,2021-05-25,G019,P002038,Wheat,North,Clay,32.0,25.8,46.9,38285.5,Urea,11.1,123.8,1.71,100.5,4.7,No,No,Maturity,72.1,59.6,Apply pesticide,8.81
IMG_002039,2021-12-02,G018,P002039,Rice,South,Clay,23.36,28.7,62.4,23593.9,Urea,4.7,107.8,1.88,112.9,2.7,No,No,Flowering,72.0,72.9,Add fertilizer,5.77
IMG_002040,2021-08-25,G004,P002040,Maize,South,Clay,28.85,29.0,48.8,42612.8,Urea,7.2,66.1,1.31,123.0,3.3,No,No,Vegetative,89.7,36.7,Add fertilizer,6.98
IMG_002041,2021-04-23,G020,P002041,Rice,West,Loamy,29.24,29.0,79.8,43939.5,NPK,9.9,125.7,1.58,46.0,2.1,No,No,Vegetative,94.8,57.7,No action,8.1
IMG_002042,2021-05-10,G012,P002042,Maize,South,Loamy,17.65,22.3,75.8,28607.6,NPK,9.6,101.4,2.78,97.6,4.4,No,No,Flowering,90.1,84.7,Increase irrigation,3.83
IMG_002043,2021-04-19,G013,P002043,Soybean,West,Clay,21.2,23.0,78.3,25842.8,DAP,5.5,167.7,0.9,102.0,3.3,No,No,Germination,68.8,89.6,Increase irrigation,4.72
IMG_002044,2021-11-10,G001,P002044,Wheat,North,Sandy,24.17,16.7,46.9,26067.9,Compost,6.1,62.8,2.24,90.9,2.5,No,No,Vegetative,66.8,47.2,Apply pesticide,6.8
IMG_002045,2021-09-22,G009,P002045,Rice,Central,Clay,34.96,19.6,70.4,19090.3,DAP,8.7,125.0,2.66,112.3,4.7,No,No,Germination,88.9,91.7,Add fertilizer,4.06
IMG_002046,2021-03-26,G020,P002046,Soybean,South,Sandy,30.56,24.0,76.7,44119.5,NPK,11.7,82.9,2.62,82.5,4.6,No,No,Maturity,88.5,85.3,Add fertilizer,5.34
IMG_002047,2021-09-16,G013,P002047,Wheat,West,Sandy,33.13,27.9,58.2,44689.8,NPK,11.3,155.2,2.55,30.2,4.3,No,No,Fruiting,87.3,55.9,Add fertilizer,8.81
IMG_002048,2021-08-19,G009,P002048,Rice,North,Silty,23.0,16.7,65.8,19221.1,DAP,3.7,94.0,2.37,79.1,2.6,No,No,Fruiting,78.6,81.8,Add fertilizer,3.85
IMG_002049,2021-08-24,G011,P002049,Soybean,West,Clay,33.11,26.4,41.6,31950.3,None,9.1,48.4,2.31,61.5,4.0,No,No,Fruiting,94.6,94.2,Weed control,5.15
IMG_002050,2021-10-27,G006,P002050,Wheat,East,Sandy,23.12,31.4,51.1,31404.6,Compost,4.5,75.8,0.82,52.1,2.5,No,No,Vegetative,65.5,52.3,Apply pesticide,3.67
IMG_002051,2021-07-20,G008,P002051,Maize,North,Clay,22.92,17.0,69.6,35119.9,NPK,8.2,75.0,1.75,79.7,4.4,No,No,Vegetative,82.7,94.5,Increase irrigation,8.74
IMG_002052,2021-06-04,G008,P002052,Rice,North,Loamy,27.01,21.2,76.3,16651.4,Compost,9.9,155.3,2.26,98.4,4.1,No,No,Germination,82.0,76.5,Apply pesticide,4.58
IMG_002053,2021-05-31,G007,P002053,Rice,East,Sandy,34.75,18.5,65.5,30475.0,Compost,7.1,152.9,1.83,91.0,3.1,No,Yes,Vegetative,74.9,71.2,No action,3.43
IMG_002054,2021-07-06,G008,P002054,Wheat,East,Loamy,21.53,28.5,53.6,42129.2,Urea,4.0,82.0,1.06,126.4,3.3,No,Yes,Flowering,84.6,92.8,Add fertilizer,6.1
IMG_002055,2021-01-04,G002,P002055,Wheat,South,Loamy,18.46,25.0,72.3,21088.1,Urea,11.7,161.3,0.81,44.0,3.9,No,Yes,Vegetative,66.9,75.6,Weed control,5.03
IMG_002056,2021-02-18,G011,P002056,Rice,North,Loamy,27.19,28.8,77.1,24276.3,NPK,4.2,117.9,2.6,29.9,2.3,No,No,Fruiting,73.2,68.4,Increase irrigation,5.11
IMG_002057,2021-07-17,G018,P002057,Rice,North,Loamy,15.88,27.9,44.4,39780.7,DAP,3.7,100.6,2.35,85.5,4.5,No,No,Fruiting,93.8,34.0,Add fertilizer,7.58
IMG_002058,2021-12-16,G012,P002058,Maize,West,Silty,28.49,31.9,53.5,33101.8,Urea,3.7,142.5,2.41,90.7,3.7,No,No,Maturity,78.7,53.3,Apply pesticide,8.81
IMG_002059,2021-11-23,G020,P002059,Rice,East,Silty,31.18,20.5,48.4,34350.1,Compost,6.6,73.5,1.23,70.6,2.1,Yes,No,Maturity,69.7,49.0,Increase irrigation,5.36
IMG_002060,2021-06-06,G019,P002060,Soybean,West,Loamy,26.8,23.9,52.3,37754.5,Urea,9.0,43.1,1.84,76.5,3.0,No,No,Fruiting,81.4,31.9,Increase irrigation,8.5
IMG_002061,2021-07-31,G020,P002061,Wheat,Central,Sandy,28.74,18.1,44.1,34787.4,Urea,6.9,157.8,2.44,125.2,2.4,No,No,Vegetative,85.4,70.1,No action,3.68
IMG_002062,2021-04-09,G014,P002062,Soybean,East,Clay,22.94,31.8,40.3,35891.2,DAP,10.0,150.4,2.32,85.6,2.2,No,No,Vegetative,83.8,61.8,No action,4.63
IMG_002063,2021-08-02,G002,P002063,Maize,North,Loamy,27.87,27.0,66.3,33061.6,Compost,7.2,72.4,2.12,77.7,4.0,No,No,Flowering,66.5,37.3,No action,5.71
IMG_002064,2021-09-12,G009,P002064,Rice,West,Loamy,23.61,22.8,54.5,17955.3,NPK,4.0,105.3,2.38,96.8,2.3,No,No,Fruiting,94.9,49.7,Apply pesticide,5.83
IMG_002065,2021-10-02,G010,P002065,Rice,South,Silty,26.56,28.8,60.0,22829.9,NPK,6.5,125.1,1.71,90.6,3.5,No,No,Maturity,93.7,90.9,Apply pesticide,4.8
IMG_002066,2021-07-31,G001,P002066,Maize,South,Sandy,18.44,24.5,53.2,38316.8,Urea,12.0,113.3,1.13,55.7,4.8,No,No,Flowering,74.0,41.8,No action,4.61
IMG_002067,2021-08-26,G007,P002067,Rice,West,Clay,32.46,23.7,78.2,15347.2,DAP,6.4,94.4,1.25,27.1,3.7,Yes,No,Fruiting,79.6,76.1,Weed control,7.74
IMG_002068,2021-04-05,G015,P002068,Wheat,South,Loamy,20.47,34.2,72.5,38560.6,NPK,3.7,74.7,1.27,26.3,3.6,Yes,No,Flowering,64.6,85.6,Add fertilizer,6.4
IMG_002069,2021-09-28,G005,P002069,Maize,Central,Sandy,26.0,30.7,41.4,30312.1,NPK,6.2,126.6,2.6,118.1,3.4,No,No,Vegetative,82.5,56.6,Weed control,6.44
IMG_002070,2021-04-11,G003,P002070,Maize,East,Clay,34.85,20.7,41.1,38559.2,Compost,5.2,146.7,1.9,36.1,2.8,Yes,Yes,Vegetative,75.6,61.7,Apply pesticide,6.62
IMG_002071,2021-12-01,G011,P002071,Wheat,South,Silty,27.46,28.7,76.4,28862.5,Urea,10.7,110.0,2.36,63.2,2.7,No,No,Fruiting,73.1,73.1,No action,3.88
IMG_002072,2021-12-08,G008,P002072,Maize,South,Sandy,19.61,33.7,52.4,26420.6,Urea,10.6,84.4,1.03,77.5,2.8,Yes,Yes,Germination,63.6,61.8,Increase irrigation,5.43
IMG_002073,2021-07-30,G010,P002073,Soybean,West,Loamy,31.48,20.4,42.9,26266.1,Urea,5.0,141.2,1.84,86.7,3.5,No,Yes,Vegetative,66.5,45.3,Add fertilizer,3.7
IMG_002074,2021-06-30,G015,P002074,Soybean,South,Loamy,31.34,34.0,66.2,44855.4,DAP,7.9,63.9,1.36,89.5,3.8,No,No,Flowering,77.3,34.3,Add fertilizer,7.97
IMG_002075,2021-11-25,G007,P002075,Wheat,Central,Sandy,19.16,19.4,69.9,19252.4,DAP,9.1,55.2,2.7,125.9,3.8,No,No,Germination,90.1,73.8,Add fertilizer,8.14
IMG_002076,2021-10-16,G010,P002076,Rice,South,Clay,25.8,31.4,58.2,17206.4,DAP,3.1,112.3,1.95,91.7,3.2,No,No,Vegetative,66.9,58.7,Weed control,4.55
IMG_002077,2021-11-17,G011,P002077,Rice,North,Sandy,25.19,17.0,51.6,17569.7,DAP,11.2,146.8,1.71,90.4,3.1,No,No,Vegetative,70.4,81.6,Apply pesticide,7.06
IMG_002078,2021-02-12,G015,P002078,Rice,East,Loamy,28.25,23.7,66.7,34699.6,NPK,11.3,68.5,2.45,54.8,4.3,No,No,Flowering,84.7,52.6,Weed control,7.43
IMG_002079,2021-09-25,G017,P002079,Soybean,West,Sandy,26.2,24.2,42.9,18980.1,Compost,11.2,77.6,2.54,68.2,2.4,No,No,Germination,82.1,61.0,Increase irrigation,3.34
IMG_002080,2021-07-05,G015,P002080,Maize,South,Clay,16.72,32.5,65.8,40874.5,Compost,4.2,115.5,1.24,58.2,2.3,No,No,Germination,94.6,40.6,Weed control,6.45
IMG_002081,2021-01-10,G004,P002081,Rice,North,Clay,30.45,26.1,60.1,41428.0,NPK,10.1,78.5,2.26,48.4,2.9,No,Yes,Flowering,79.2,61.7,Increase irrigation,7.31
IMG_002082,2021-02-20,G013,P002082,Maize,West,Silty,34.43,27.2,46.3,27922.0,Urea,10.9,53.1,0.91,46.8,2.2,No,No,Germination,94.5,42.9,Add fertilizer,8.42
IMG_002083,2021-10-22,G007,P002083,Wheat,West,Loamy,25.4,26.8,42.2,33261.1,NPK,6.6,150.7,2.6,56.4,4.6,No,No,Flowering,77.9,67.9,Weed control,8.53
IMG_002084,2021-07-05,G012,P002084,Rice,West,Clay,33.93,21.6,69.6,33391.3,DAP,6.0,124.0,2.0,74.2,4.1,No,Yes,Flowering,87.6,66.1,No action,5.22
IMG_002085,2021-10-30,G010,P002085,Maize,Central,Loamy,24.03,23.4,45.5,24153.2,NPK,7.4,101.9,2.12,110.7,4.1,No,No,Flowering,86.2,50.7,No action,4.11
IMG_002086,2021-01-07,G004,P002086,Wheat,West,Silty,22.33,29.8,44.6,43062.7,Urea,11.3,56.3,1.77,47.9,4.3,No,No,Vegetative,65.0,33.0,Increase irrigation,6.92
IMG_002087,2021-12-02,G011,P002087,Soybean,West,Clay,32.18,29.4,43.3,26069.3,DAP,7.8,95.4,1.8,110.0,3.2,No,Yes,Vegetative,86.8,73.2,Weed control,8.87
IMG_002088,2021-09-05,G010,P002088,Soybean,North,Sandy,28.75,19.5,43.0,22465.8,None,10.8,70.4,1.61,63.0,3.0,No,No,Vegetative,88.3,47.7,Increase irrigation,5.62
IMG_002089,2021-10-12,G004,P002089,Soybean,West,Sandy,28.36,31.9,42.2,15273.8,Urea,11.5,163.6,1.02,81.0,2.5,No,No,Flowering,73.5,46.0,Increase irrigation,8.75
IMG_002090,2021-12-01,G014,P002090,Wheat,Central,Clay,22.02,31.9,67.9,41599.8,Urea,11.0,167.6,1.73,121.7,2.6,No,Yes,Maturity,88.3,93.2,Increase irrigation,8.08
IMG_002091,2021-09-20,G001,P002091,Wheat,East,Loamy,27.88,28.8,75.5,25623.6,Compost,11.8,47.4,1.26,93.9,2.3,No,No,Flowering,93.2,84.1,No action,5.53
IMG_002092,2021-07-08,G003,P002092,Wheat,Central,Loamy,33.71,32.4,68.9,31179.2,NPK,6.0,137.3,1.84,126.4,3.1,Yes,No,Vegetative,52.5,69.1,Apply pesticide,3.01
IMG_002093,2021-08-13,G009,P002093,Maize,South,Clay,15.57,32.7,57.6,27675.0,Urea,10.5,84.1,1.94,38.7,3.6,Yes,No,Germination,71.4,86.4,Increase irrigation,8.39
IMG_002094,2021-11-10,G010,P002094,Soybean,South,Silty,30.71,29.0,77.4,42346.7,Compost,3.0,90.2,1.09,27.7,3.9,No,Yes,Flowering,91.0,60.9,Add fertilizer,8.15
IMG_002095,2021-03-12,G016,P002095,Wheat,East,Loamy,20.19,31.2,42.6,32963.1,Urea,9.3,162.7,1.28,102.3,2.1,No,No,Flowering,74.8,59.4,No action,3.03
IMG_002096,2021-07-24,G005,P002096,Wheat,East,Loamy,16.59,18.1,47.5,38029.3,Compost,5.3,94.2,2.16,101.1,4.2,No,Yes,Vegetative,68.9,85.9,Increase irrigation,4.69
IMG_002097,2021-06-13,G001,P002097,Rice,East,Clay,20.23,32.8,51.5,19518.2,NPK,9.0,98.6,2.63,55.2,3.6,No,No,Vegetative,76.5,78.3,Weed control,5.94
IMG_002098,2021-09-29,G007,P002098,Maize,West,Sandy,30.65,30.3,79.2,24601.0,Compost,7.1,53.3,2.31,37.3,3.4,No,No,Flowering,93.3,54.2,No action,5.41
IMG_002099,2021-06-27,G001,P002099,Soybean,West,Clay,22.46,20.0,72.4,41932.9,NPK,4.1,136.0,2.3,99.3,2.4,No,No,Flowering,80.7,50.4,Apply pesticide,6.95
IMG_002100,2021-10-26,G002,P002100,Maize,South,Sandy,16.31,23.2,42.6,34694.9,Compost,8.3,142.2,2.51,112.9,4.3,No,No,Fruiting,71.9,87.6,No action,7.73
IMG_002101,2021-04-15,G003,P002101,Wheat,North,Loamy,23.56,24.9,78.2,18034.5,NPK,5.6,104.3,2.73,32.0,3.1,No,No,Flowering,82.7,39.8,Add fertilizer,5.36
IMG_002102,2021-11-03,G004,P002102,Rice,West,Clay,20.32,24.7,43.5,17470.9,DAP,4.2,55.5,1.94,109.2,4.1,Yes,No,Flowering,83.0,36.4,Add fertilizer,8.06
IMG_002103,2021-10-17,G002,P002103,Wheat,North,Sandy,34.19,28.8,42.0,35401.8,Compost,3.1,55.2,2.59,59.8,3.6,No,No,Fruiting,94.7,50.6,Add fertilizer,8.71
IMG_002104,2021-01-02,G008,P002104,Rice,Central,Sandy,20.39,22.7,47.3,27908.4,DAP,9.9,69.3,2.73,61.3,3.5,No,No,Germination,73.0,92.0,Add fertilizer,8.62
IMG_002105,2021-04-15,G011,P002105,Rice,North,Clay,15.5,18.6,61.2,22875.2,DAP,7.6,102.7,2.24,47.2,4.7,No,No,Germination,78.6,89.6,Apply pesticide,7.4
IMG_002106,2021-02-02,G011,P002106,Wheat,South,Clay,15.72,24.8,76.5,36119.6,NPK,11.2,98.4,1.64,44.1,2.5,No,No,Germination,78.7,30.9,Add fertilizer,6.34
IMG_002107,2021-10-02,G013,P002107,Rice,Central,Clay,20.84,24.8,58.2,31559.6,DAP,5.5,58.8,1.72,76.7,4.0,No,No,Fruiting,73.1,58.2,Weed control,6.12
IMG_002108,2021-10-07,G008,P002108,Wheat,West,Clay,29.85,26.0,52.9,16652.1,Urea,6.2,92.7,0.98,113.9,2.8,No,No,Maturity,67.6,89.6,No action,5.54
